Number 		 labels_org 		 labels_predicted
1552		cause-effect((e2,e1))		cause-effect((e1,e2))
1560		cause-effect((e2,e1))		cause-effect((e1,e2))
1562		cause-effect((e2,e1))		cause-effect((e1,e2))
1566		cause-effect((e1,e2))		cause-effect((e2,e1))
1571		cause-effect((e2,e1))		cause-effect((e1,e2))
1573		cause-effect((e2,e1))		cause-effect((e1,e2))
1582		cause-effect((e2,e1))		cause-effect((e1,e2))
1586		cause-effect((e1,e2))		cause-effect((e2,e1))
1591		cause-effect((e2,e1))		cause-effect((e1,e2))
1597		cause-effect((e2,e1))		cause-effect((e1,e2))
1605		cause-effect((e1,e2))		cause-effect((e2,e1))
1607		cause-effect((e2,e1))		cause-effect((e1,e2))
1610		cause-effect((e2,e1))		cause-effect((e1,e2))
1621		cause-effect((e2,e1))		cause-effect((e1,e2))
1622		cause-effect((e2,e1))		cause-effect((e1,e2))
1630		cause-effect((e1,e2))		cause-effect((e2,e1))
1639		cause-effect((e1,e2))		cause-effect((e2,e1))
1645		cause-effect((e2,e1))		cause-effect((e1,e2))
1646		cause-effect((e1,e2))		cause-effect((e2,e1))
1652		cause-effect((e2,e1))		cause-effect((e1,e2))
1668		cause-effect((e2,e1))		cause-effect((e1,e2))
1673		cause-effect((e1,e2))		cause-effect((e2,e1))
1697		cause-effect((e1,e2))		cause-effect((e2,e1))
1725		cause-effect((e1,e2))		cause-effect((e2,e1))
1727		cause-effect((e1,e2))		cause-effect((e2,e1))
1751		cause-effect((e1,e2))		cause-effect((e2,e1))
1752		cause-effect((e2,e1))		cause-effect((e1,e2))
1770		cause-effect((e1,e2))		cause-effect((e2,e1))
1778		cause-effect((e1,e2))		cause-effect((e2,e1))
1820		cause-effect((e2,e1))		cause-effect((e1,e2))
1822		cause-effect((e1,e2))		cause-effect((e2,e1))
1829		cause-effect((e2,e1))		cause-effect((e1,e2))
1841		cause-effect((e1,e2))		cause-effect((e2,e1))
1852		cause-effect((e1,e2))		cause-effect((e2,e1))
1858		cause-effect((e1,e2))		cause-effect((e2,e1))
1876		cause-effect((e1,e2))		cause-effect((e2,e1))
1879		cause-effect((e1,e2))		cause-effect((e2,e1))
1888		cause-effect((e2,e1))		cause-effect((e1,e2))
1912		cause-effect((e2,e1))		cause-effect((e1,e2))
1938		cause-effect((e1,e2))		cause-effect((e2,e1))
1943		cause-effect((e1,e2))		cause-effect((e2,e1))
1944		cause-effect((e2,e1))		cause-effect((e1,e2))
1946		cause-effect((e2,e1))		cause-effect((e1,e2))
1952		cause-effect((e1,e2))		cause-effect((e2,e1))
1959		cause-effect((e2,e1))		cause-effect((e1,e2))
1976		cause-effect((e2,e1))		cause-effect((e1,e2))
1984		cause-effect((e1,e2))		cause-effect((e2,e1))
1990		cause-effect((e1,e2))		cause-effect((e2,e1))
1997		cause-effect((e2,e1))		cause-effect((e1,e2))
2073		cause-effect((e2,e1))		cause-effect((e1,e2))
2086		cause-effect((e1,e2))		cause-effect((e2,e1))
2131		cause-effect((e2,e1))		cause-effect((e1,e2))
2137		cause-effect((e1,e2))		cause-effect((e2,e1))
2147		cause-effect((e1,e2))		cause-effect((e2,e1))
2175		cause-effect((e1,e2))		cause-effect((e2,e1))
2178		cause-effect((e1,e2))		cause-effect((e2,e1))
2184		cause-effect((e1,e2))		cause-effect((e2,e1))
2197		cause-effect((e1,e2))		cause-effect((e2,e1))
2199		cause-effect((e1,e2))		cause-effect((e2,e1))
2217		cause-effect((e1,e2))		cause-effect((e2,e1))
2227		cause-effect((e1,e2))		cause-effect((e2,e1))
2299		cause-effect((e1,e2))		cause-effect((e2,e1))
2306		cause-effect((e1,e2))		cause-effect((e2,e1))
2313		cause-effect((e1,e2))		cause-effect((e2,e1))
2335		cause-effect((e1,e2))		cause-effect((e2,e1))
2339		cause-effect((e2,e1))		cause-effect((e1,e2))
2372		cause-effect((e1,e2))		cause-effect((e2,e1))
2383		cause-effect((e1,e2))		cause-effect((e2,e1))
2402		cause-effect((e2,e1))		cause-effect((e1,e2))
2412		cause-effect((e2,e1))		cause-effect((e1,e2))
2422		cause-effect((e1,e2))		cause-effect((e2,e1))
2460		cause-effect((e2,e1))		cause-effect((e1,e2))
2467		cause-effect((e1,e2))		cause-effect((e2,e1))
2480		cause-effect((e1,e2))		cause-effect((e2,e1))
2504		cause-effect((e2,e1))		cause-effect((e1,e2))
2525		cause-effect((e2,e1))		cause-effect((e1,e2))
2533		cause-effect((e1,e2))		cause-effect((e2,e1))
2535		cause-effect((e2,e1))		cause-effect((e1,e2))
2538		cause-effect((e2,e1))		cause-effect((e1,e2))
2543		cause-effect((e2,e1))		cause-effect((e1,e2))
2544		cause-effect((e1,e2))		cause-effect((e2,e1))
2545		cause-effect((e2,e1))		cause-effect((e1,e2))
2546		cause-effect((e2,e1))		cause-effect((e1,e2))
2557		cause-effect((e2,e1))		cause-effect((e1,e2))
2566		cause-effect((e1,e2))		cause-effect((e2,e1))
2571		cause-effect((e1,e2))		cause-effect((e2,e1))
2587		cause-effect((e2,e1))		cause-effect((e1,e2))
2592		cause-effect((e1,e2))		cause-effect((e2,e1))
2601		cause-effect((e1,e2))		cause-effect((e2,e1))
2604		cause-effect((e1,e2))		cause-effect((e2,e1))
2616		cause-effect((e1,e2))		cause-effect((e2,e1))
2643		cause-effect((e1,e2))		cause-effect((e2,e1))
2658		cause-effect((e1,e2))		cause-effect((e2,e1))
2663		cause-effect((e1,e2))		cause-effect((e2,e1))
2671		cause-effect((e2,e1))		cause-effect((e1,e2))
2694		noncause		cause-effect((e2,e1))
2698		noncause		cause-effect((e2,e1))
2716		cause-effect((e1,e2))		cause-effect((e2,e1))
2744		cause-effect((e1,e2))		cause-effect((e2,e1))
2790		cause-effect((e2,e1))		cause-effect((e1,e2))
2807		cause-effect((e2,e1))		cause-effect((e1,e2))
2906		cause-effect((e1,e2))		cause-effect((e2,e1))
2908		cause-effect((e1,e2))		cause-effect((e2,e1))
2912		cause-effect((e1,e2))		cause-effect((e2,e1))
2916		cause-effect((e1,e2))		cause-effect((e2,e1))
2924		cause-effect((e1,e2))		cause-effect((e2,e1))
2925		cause-effect((e1,e2))		cause-effect((e2,e1))
2936		cause-effect((e2,e1))		cause-effect((e1,e2))
2983		cause-effect((e1,e2))		cause-effect((e2,e1))
2996		cause-effect((e1,e2))		cause-effect((e2,e1))
3015		cause-effect((e1,e2))		cause-effect((e2,e1))
3018		cause-effect((e1,e2))		cause-effect((e2,e1))
3021		cause-effect((e1,e2))		cause-effect((e2,e1))
3034		cause-effect((e1,e2))		cause-effect((e2,e1))
3056		cause-effect((e1,e2))		cause-effect((e2,e1))
3062		cause-effect((e1,e2))		cause-effect((e2,e1))
3064		cause-effect((e1,e2))		cause-effect((e2,e1))
3074		cause-effect((e2,e1))		cause-effect((e1,e2))
3139		cause-effect((e2,e1))		cause-effect((e1,e2))
3235		cause-effect((e2,e1))		cause-effect((e1,e2))
3242		cause-effect((e1,e2))		cause-effect((e2,e1))
3260		cause-effect((e1,e2))		cause-effect((e2,e1))
3272		cause-effect((e1,e2))		cause-effect((e2,e1))
3290		cause-effect((e2,e1))		cause-effect((e1,e2))
3297		cause-effect((e1,e2))		cause-effect((e2,e1))
3299		cause-effect((e1,e2))		cause-effect((e2,e1))
3319		cause-effect((e1,e2))		cause-effect((e2,e1))
3322		cause-effect((e1,e2))		cause-effect((e2,e1))
3328		cause-effect((e1,e2))		cause-effect((e2,e1))
3350		cause-effect((e1,e2))		cause-effect((e2,e1))
3351		cause-effect((e2,e1))		cause-effect((e1,e2))
3356		cause-effect((e2,e1))		cause-effect((e1,e2))
3367		cause-effect((e1,e2))		cause-effect((e2,e1))
3398		cause-effect((e2,e1))		cause-effect((e1,e2))
3405		cause-effect((e2,e1))		cause-effect((e1,e2))
3446		cause-effect((e1,e2))		cause-effect((e2,e1))
3459		cause-effect((e1,e2))		cause-effect((e2,e1))
3463		cause-effect((e1,e2))		cause-effect((e2,e1))
3464		cause-effect((e2,e1))		cause-effect((e1,e2))
3474		cause-effect((e1,e2))		cause-effect((e2,e1))
3476		cause-effect((e1,e2))		cause-effect((e2,e1))
3550		cause-effect((e2,e1))		cause-effect((e1,e2))
3553		cause-effect((e1,e2))		cause-effect((e2,e1))
3569		cause-effect((e1,e2))		cause-effect((e2,e1))
3580		cause-effect((e1,e2))		cause-effect((e2,e1))
3593		cause-effect((e1,e2))		cause-effect((e2,e1))
3595		cause-effect((e2,e1))		cause-effect((e1,e2))
3604		cause-effect((e1,e2))		cause-effect((e2,e1))
3605		cause-effect((e2,e1))		cause-effect((e1,e2))
3616		cause-effect((e1,e2))		cause-effect((e2,e1))
3663		cause-effect((e1,e2))		cause-effect((e2,e1))
3683		cause-effect((e2,e1))		cause-effect((e1,e2))
3695		cause-effect((e1,e2))		cause-effect((e2,e1))
3759		cause-effect((e1,e2))		cause-effect((e2,e1))
3778		noncause		cause-effect((e2,e1))
3785		cause-effect((e1,e2))		cause-effect((e2,e1))
3810		cause-effect((e2,e1))		cause-effect((e1,e2))
3820		noncause		cause-effect((e2,e1))
3873		cause-effect((e2,e1))		cause-effect((e1,e2))
3890		cause-effect((e2,e1))		noncause
3892		noncause		cause-effect((e2,e1))
3937		cause-effect((e2,e1))		cause-effect((e1,e2))
3954		cause-effect((e2,e1))		cause-effect((e1,e2))
3976		cause-effect((e2,e1))		cause-effect((e1,e2))
3996		cause-effect((e1,e2))		cause-effect((e2,e1))
4051		cause-effect((e1,e2))		cause-effect((e2,e1))
4081		cause-effect((e2,e1))		cause-effect((e1,e2))
4108		noncause		cause-effect((e2,e1))
4119		cause-effect((e2,e1))		cause-effect((e1,e2))
4129		cause-effect((e1,e2))		cause-effect((e2,e1))
4140		cause-effect((e2,e1))		noncause
4141		cause-effect((e2,e1))		cause-effect((e1,e2))
4159		cause-effect((e2,e1))		cause-effect((e1,e2))
4206		cause-effect((e1,e2))		cause-effect((e2,e1))
4208		cause-effect((e1,e2))		cause-effect((e2,e1))
4235		cause-effect((e1,e2))		cause-effect((e2,e1))
4245		cause-effect((e2,e1))		cause-effect((e1,e2))
4248		cause-effect((e2,e1))		cause-effect((e1,e2))
4249		noncause		cause-effect((e2,e1))
4263		cause-effect((e2,e1))		cause-effect((e1,e2))
4265		cause-effect((e2,e1))		cause-effect((e1,e2))
4266		cause-effect((e1,e2))		cause-effect((e2,e1))
4269		cause-effect((e2,e1))		cause-effect((e1,e2))
4271		cause-effect((e2,e1))		cause-effect((e1,e2))
4272		cause-effect((e2,e1))		cause-effect((e1,e2))
4275		cause-effect((e1,e2))		cause-effect((e2,e1))
4288		cause-effect((e2,e1))		cause-effect((e1,e2))
4289		cause-effect((e2,e1))		cause-effect((e1,e2))
4295		cause-effect((e1,e2))		cause-effect((e2,e1))
4301		noncause		cause-effect((e2,e1))
4308		cause-effect((e1,e2))		cause-effect((e2,e1))
4324		cause-effect((e2,e1))		cause-effect((e1,e2))
4381		cause-effect((e1,e2))		cause-effect((e2,e1))
4388		cause-effect((e1,e2))		cause-effect((e2,e1))
4394		cause-effect((e1,e2))		cause-effect((e2,e1))
4509		cause-effect((e1,e2))		cause-effect((e2,e1))
4510		cause-effect((e2,e1))		cause-effect((e1,e2))
4522		cause-effect((e1,e2))		cause-effect((e2,e1))
4553		cause-effect((e2,e1))		cause-effect((e1,e2))
4572		cause-effect((e1,e2))		cause-effect((e2,e1))
4587		cause-effect((e2,e1))		cause-effect((e1,e2))
4671		cause-effect((e1,e2))		cause-effect((e2,e1))
4681		cause-effect((e2,e1))		cause-effect((e1,e2))
4685		cause-effect((e1,e2))		cause-effect((e2,e1))
4737		noncause		cause-effect((e1,e2))
4738		cause-effect((e1,e2))		cause-effect((e2,e1))
4739		cause-effect((e2,e1))		cause-effect((e1,e2))
4746		cause-effect((e2,e1))		cause-effect((e1,e2))
4774		cause-effect((e1,e2))		cause-effect((e2,e1))
4778		cause-effect((e1,e2))		cause-effect((e2,e1))
4781		cause-effect((e1,e2))		cause-effect((e2,e1))
4789		cause-effect((e1,e2))		cause-effect((e2,e1))
4795		cause-effect((e1,e2))		cause-effect((e2,e1))
4804		cause-effect((e1,e2))		cause-effect((e2,e1))
4807		cause-effect((e2,e1))		cause-effect((e1,e2))
4808		cause-effect((e1,e2))		cause-effect((e2,e1))
4834		cause-effect((e2,e1))		cause-effect((e1,e2))
4867		cause-effect((e2,e1))		cause-effect((e1,e2))
4868		cause-effect((e2,e1))		cause-effect((e1,e2))
4879		cause-effect((e1,e2))		cause-effect((e2,e1))
4908		cause-effect((e2,e1))		cause-effect((e1,e2))
4952		cause-effect((e2,e1))		cause-effect((e1,e2))
4958		cause-effect((e1,e2))		cause-effect((e2,e1))
4964		cause-effect((e1,e2))		cause-effect((e2,e1))
4975		cause-effect((e1,e2))		cause-effect((e2,e1))
5025		cause-effect((e2,e1))		cause-effect((e1,e2))
5038		cause-effect((e1,e2))		cause-effect((e2,e1))
5050		cause-effect((e1,e2))		cause-effect((e2,e1))
5053		cause-effect((e1,e2))		cause-effect((e2,e1))
5061		cause-effect((e1,e2))		cause-effect((e2,e1))
5095		cause-effect((e2,e1))		cause-effect((e1,e2))
5104		cause-effect((e1,e2))		cause-effect((e2,e1))
5108		cause-effect((e1,e2))		cause-effect((e2,e1))
5149		cause-effect((e1,e2))		cause-effect((e2,e1))
5152		cause-effect((e1,e2))		cause-effect((e2,e1))
5161		cause-effect((e1,e2))		cause-effect((e2,e1))
5185		cause-effect((e2,e1))		cause-effect((e1,e2))
5197		cause-effect((e1,e2))		cause-effect((e2,e1))
5214		cause-effect((e2,e1))		cause-effect((e1,e2))
5215		cause-effect((e1,e2))		cause-effect((e2,e1))
5226		cause-effect((e1,e2))		cause-effect((e2,e1))
5229		cause-effect((e1,e2))		cause-effect((e2,e1))
5231		cause-effect((e1,e2))		cause-effect((e2,e1))
5261		cause-effect((e1,e2))		cause-effect((e2,e1))
5265		cause-effect((e2,e1))		cause-effect((e1,e2))
5289		cause-effect((e2,e1))		cause-effect((e1,e2))
